poi_id,log_volume,food_positive,food_negative,service_positive,service_negative,ambience_positive,ambience_negative,price_positive,price_negative
33JlrWf0kmHd2VzW58Wp0g,0.6636,0.0351,0.0185,0.0112,0.0059,0.0,0.0,0.0101,0.0053
2brttsiFBlW8070dsPzQDA,0.6662,0.0444,0.0192,0.008,0.0035,0.0,0.0,0.0079,0.0034
bbEXAEFr4RYHLlZ-HFssTA,0.6519,0.0371,0.0148,0.0105,0.0042,0.0,0.0,0.0125,0.005
F0AAzMdhv2RyjwHVned5bQ,0.6565,0.0382,0.0189,0.009,0.0045,0.0,0.0,0.0096,0.0048
eMiN8nm70jjKg8izikVWDA,0.6236,0.0472,0.0218,0.0,0.0,0.0,0.0,0.0073,0.0034
7EhTT4iEuA7JaaWA-eI3Qw,0.647,0.0342,0.0145,0.011,0.0047,0.0,0.0,0.0133,0.0057
SlLfWzeYOrVBxCd-0QILZQ,0.6503,0.0357,0.0179,0.0111,0.0056,0.0,0.0,0.009,0.0045
VJDGI6EPMa28KbNrLrITEQ,0.6666,0.0376,0.018,0.0104,0.005,0.0,0.0,0.0105,0.0051
oLc7k78_YcDMnMCdbC-h1A,0.6669,0.0435,0.02,0.0072,0.0033,0.0,0.0,0.0086,0.004
yFrOuce72KhvW0LpU5FY6A,0.6616,0.0391,0.0192,0.0116,0.0057,0.0,0.0,0.0068,0.0034
sTuDLAMOxhhWQAsKsbGioQ,0.6671,0.0441,0.0199,0.0067,0.003,0.0,0.0,0.0089,0.004
Qi-A4ZgcEuSnq_8Fpfo_3Q,0.6467,0.0319,0.0163,0.0121,0.0062,0.0,0.0,0.0111,0.0057
WO5nr-4sjVs506BdCLL0aA,0.6628,0.0401,0.0209,0.0079,0.0041,0.0,0.0,0.0084,0.0044
MuKoTR56s6elHEI2wUkgJA,0.6564,0.0362,0.0185,0.0109,0.0056,0.0,0.0,0.0091,0.0046
hI7m7riS39CrgGOhHOLH4w,1.0301,0.0842,0.0383,0.0063,0.0033,0.0,0.0,0.014,0.0065
x83J5JvK8BxYd3vs9gAPqQ,0.6517,0.0387,0.0185,0.0085,0.0041,0.0,0.0,0.0097,0.0047
0hIXH9jMdHov1VrLC8ujUg,0.6609,0.0366,0.016,0.0105,0.0046,0.0,0.0,0.0125,0.0055
UNRqCfwvvcU7jdbvExbhDg,0.6546,0.0356,0.0186,0.0113,0.0059,0.0,0.0,0.0088,0.0046
ixsljpxu56VCTtayIELqUg,0.6514,0.0362,0.0166,0.0104,0.0047,0.0,0.0,0.0111,0.0051
94T-JvAH2dq64yh4Eqzhkw,0.6688,0.045,0.0191,0.0083,0.0035,0.0,0.0,0.0078,0.0033
mLNSOU8Ki0Fm09xd6ZKkcA,0.6207,0.0497,0.0195,0.0,0.0,0.0,0.0,0.0071,0.0028
YlEBQLfRHocJDn4gRlgczw,0.6931,0.0301,0.0162,0.0122,0.0066,0.0061,0.0033,0.0107,0.0058
eHQ0utxOdNVHVfDD7fYvdg,0.6748,0.0477,0.0203,0.0068,0.0029,0.0,0.0,0.0072,0.003
ehnMcJZlx29XMroxMd3-mQ,0.6628,0.0401,0.0209,0.0079,0.0041,0.0,0.0,0.0084,0.0044
14ZGwnDyydXdSBsLXpSUrA,1.3326,0.1027,0.0491,0.0229,0.0109,0.0,0.0,0.022,0.0107
sjueAFshWHWkKn5a1AymuQ,0.6688,0.045,0.0191,0.0083,0.0035,0.0,0.0,0.0078,0.0033
wLHodvVFLTgK3nl2XG8OCw,0.6462,0.036,0.0165,0.0108,0.0049,0.0,0.0,0.0103,0.0047
U30ggGzFpXvc2NZYwOW3qg,0.6173,0.0442,0.0236,0.007,0.0038,0.0,0.0,0.0,0.0
adb1hOYICrJ1Ix8M0sRpbw,0.6662,0.0444,0.0192,0.008,0.0035,0.0,0.0,0.0079,0.0034
OKPUO8zvBBL-OA6-SfDx8Q,0.6713,0.0429,0.0215,0.0062,0.0031,0.0,0.0,0.0091,0.0046
zVoxVPHEt11_0GzqNuT2ZQ,0.6662,0.0444,0.0192,0.008,0.0035,0.0,0.0,0.0079,0.0034
TO1twT7_FLMbNeDm3KNNRw,0.6625,0.0397,0.0198,0.0099,0.005,0.0,0.0,0.0076,0.0038
kZtl_NJjUnlIQgzFrBhXyQ,0.6522,0.0373,0.0155,0.0111,0.0046,0.0,0.0,0.0111,0.0046
QExWORi8kxwQGdXlFXRc-Q,0.6421,0.0338,0.0164,0.0098,0.0047,0.0,0.0,0.0121,0.0059
4NidY2tw42l6iobbtai_kA,0.6686,0.0432,0.0202,0.0081,0.0038,0.0,0.0,0.0079,0.0037
j99PtxlKTW_u5alE4jiqHQ,0.6594,0.0413,0.0197,0.008,0.0038,0.0,0.0,0.0086,0.0041
AM7gPGpRbEjEkjmsmQXb6w,0.6631,0.041,0.0198,0.0086,0.0042,0.0,0.0,0.0083,0.004
tYCok-NtWvg8_k7woeB83w,0.6583,0.0383,0.0197,0.0082,0.0042,0.0,0.0,0.0098,0.005
AODksDNj5mH953cyhUG1Qw,0.6207,0.0497,0.0195,0.0,0.0,0.0,0.0,0.0071,0.0028
1Efad30BdOeqqjX2d6P4sw,0.6198,0.0493,0.0192,0.0,0.0,0.0,0.0,0.0076,0.0029
0ndzIekJs0PRPA5Aoz9sow,0.6664,0.043,0.0218,0.0063,0.0032,0.0,0.0,0.0081,0.0041
yE1raqkLX7OZsjmX3qKIKg,0.6651,0.042,0.0187,0.0096,0.0043,0.0,0.0,0.0081,0.0036
U3aNQ5DsABPYyJQolsCbJg,0.6572,0.037,0.0184,0.0098,0.0048,0.0,0.0,0.0101,0.005
2bl6G1zgXUHbMGwEocqMSg,0.6626,0.0413,0.0209,0.0071,0.0036,0.0,0.0,0.0085,0.0043
aYJjJMN8heS2PmkvsQzaZg,0.6207,0.0497,0.0195,0.0,0.0,0.0,0.0,0.0071,0.0028
BJBSwMKADtYjqFDCL3-zkw,0.6637,0.0401,0.0211,0.0098,0.0052,0.0,0.0,0.0065,0.0034
EP2jFD3aGoSBCWb7irY5-w,0.6189,0.0502,0.0194,0.0067,0.0026,0.0,0.0,0.0,0.0
4bxby6xcP1iP8oXrdvsW7w,0.6314,0.0495,0.0201,0.008,0.0033,0.0,0.0,0.0,0.0
yS0TsUzKBQlHQCZZeBrxww,0.6583,0.0383,0.0197,0.0082,0.0042,0.0,0.0,0.0098,0.005
sMjjClYrGEXcTFG66qmg8A,0.6606,0.041,0.019,0.0082,0.0038,0.0,0.0,0.0092,0.0043
qhsJbgxVNDb0973r3Gjrow,1.5201,0.1343,0.0692,0.0258,0.0132,0.0,0.0,0.014,0.0068
uqXYVxIwoEsFFjEHBlMZQA,0.6618,0.0397,0.0197,0.0081,0.004,0.0,0.0,0.0095,0.0047
gCcJTKC40CL0XtYYGfcXDw,0.6207,0.0497,0.0195,0.0,0.0,0.0,0.0,0.0071,0.0028
zxuVnNVAUm16Sro0dS_lmg,0.6718,0.0501,0.0183,0.0067,0.0024,0.0,0.0,0.0072,0.0026
KP5OncF2jhT7_J1phHPPww,1.061,0.0813,0.035,0.0137,0.0061,0.0,0.0,0.0157,0.0071
ltBBYdNzkeKdCNPDAsxwAA,0.6517,0.0364,0.0182,0.0105,0.0052,0.0,0.0,0.0092,0.0046
